video_id,watch time (minutes),viewer_id
s1199,6,779
s3537,17,812
s7989,26,305
s129,18,304
s5646,35,357
s3644,24,844
s7991,8,42
s4138,46,902
s7632,48,60
s7368,35,459
s4085,38,372
s4828,44,850
s6569,38,373
s71,10,889
s1630,10,492
s5327,31,62
s1193,34,756
s7865,3,590
s7487,25,733
s737,24,569
s4926,13,828
s7009,2,591
s2036,36,848
s140,6,290
s7567,1,437
s4417,39,46
s5659,22,443
s7792,19,563
s3132,8,434
s375,9,591
s6892,11,909
s6595,5,953
s1953,35,410
s2899,48,242
s7519,35,508
s7897,18,793
s6294,1,453
s2402,20,318
s838,37,321
s8000,36,110
s5182,16,971
s1970,15,846
s165,34,479
s4636,38,700
s3990,49,979
s7528,2,400
s3814,3,909
s6203,40,314
s915,1,163
s7519,1,363
s7556,2,115
s293,33,644
s6268,16,571
s7042,11,748
s2741,38,594
s2480,48,896
s3046,49,894
s7347,19,175
s7291,47,327
s2045,36,976
s578,36,886
s8294,7,438
s7953,45,690
s8055,13,129
s2949,44,608
s4461,16,546
s6210,0,930
s3895,41,756
s8514,38,33
s5360,47,472
s923,42,515
s3505,4,65
s2311,12,740
s8553,26,624
s7707,47,240
s2316,13,804
s3169,46,830
s6830,22,666
s2923,29,417
s2635,42,119
s2443,22,667
s7107,20,144
s3438,33,7
s1214,16,940
s892,3,659
s2689,25,814
s8723,42,280
s6415,0,524
s7759,14,477
s7103,34,552
s6755,42,286
s3558,46,354
s3780,38,111
s1763,50,725
s1956,15,926
s5581,42,651
s7137,39,967
s5077,5,65
s6987,39,727
s5688,21,533
s8073,18,310
s779,1,754
s2879,38,275
s774,34,533
s301,42,891
s548,4,770
s1592,5,20
s8191,11,481
s2267,34,219
s3144,0,709
s7324,21,162
s6983,21,801
s3583,7,297
s4991,2,912
s7867,37,65
s2949,7,730
s117,15,448
s1083,2,285
s4911,0,492
s2426,30,446
s7046,33,930
s13,20,97
s563,14,2
s5146,0,919
s3939,6,320
s3959,3,117
s4738,38,45
s5098,17,785
s2388,23,824
s7513,21,561
s2281,1,537
s5294,47,959
s7996,4,203
s4956,29,352
s523,4,858
s4542,17,559
s7853,26,35
s7417,9,314
s4277,43,253
s8229,50,151
s6657,6,881
s3929,11,381
s6411,26,833
s8320,33,756
s5424,7,492
s5598,17,629
s1495,41,517
s7386,23,405
s8169,4,239
s2360,3,329
s8474,5,365
s4444,26,576
s2054,42,85
s1640,24,918
s2193,16,110
s4686,11,131
s5914,20,879
s1752,27,532
s8091,25,373
s3834,21,835
s2945,17,54
s5568,46,339
s8637,24,952
s3157,31,380
s6957,5,417
s7538,49,788
s5065,7,649
s6602,14,631
s3710,21,785
s1353,26,763
s43,37,358
s4430,4,506
s1160,17,348
s2310,2,743
s5444,40,354
s7610,13,404
s7748,8,575
s1831,47,752
s3532,32,762
s280,17,188
s8198,33,29
s1306,34,688
s4778,45,824
s962,2,328
s305,44,900
s2413,11,799
s4851,20,802
s318,8,519
s1112,9,786
s3233,43,36
s8162,43,957
s2476,5,267
s2270,3,635
s3252,1,95
s4666,2,86
s6758,41,988
s8670,49,450
s5647,37,483
s7464,47,477
s3453,24,652
s8377,15,911
s3883,5,949
s3031,7,718
s1253,19,176
s536,32,261
s2868,0,665
s4188,7,863
s8548,37,139
s8338,28,255
s275,10,328
s4715,29,715
s985,46,527
s8236,0,326
s7492,25,9
s29,40,275
s464,6,277
s6180,42,289
s5987,10,805
s3850,17,362
s6224,38,473
s5120,19,435
s3972,2,705
s6568,42,296
s6223,30,134
s8698,8,128
s8069,46,410
s8315,17,612
s3127,32,24
s2902,11,797
s8661,21,862
s8155,17,341
s5673,9,635
s6470,40,365
s8083,9,168
s1996,28,875
s3874,1,731
s4313,37,715
s6433,12,992
s4106,5,318
s2687,35,523
s831,29,531
s7594,49,499
s5316,24,755
s6791,42,915
s6163,38,365
s5921,14,36
s482,42,403
s8339,20,367
s1249,29,21
s2595,6,505
s3099,32,19
s7036,25,994
s240,38,576
s604,36,867
s7506,9,716
s2889,21,384
s8532,49,810
s6546,21,933
s4708,41,193
s3076,6,448
s1305,48,12
s4797,16,842
s2716,6,57
s5689,24,40
s5705,47,708
s865,13,491
s4113,26,9
s850,38,810
s8351,16,347
s3324,38,258
s8474,11,785
s3917,22,176
s409,35,484
s5027,14,199
s7828,36,127
s2894,41,27
s6227,13,371
s2255,28,634
s8372,13,139
s6164,20,38
s1226,0,715
s7933,24,369
s6968,6,14
s4397,42,819
s6624,50,412
s6640,45,794
s2941,32,972
s4495,21,271
s3849,47,324
s5832,23,145
s1996,3,782
s3539,40,44
s1559,7,352
s2126,6,42
s6752,41,701
s3426,11,394
s3566,18,910
s7138,25,529
s4405,36,785
s162,4,221
s4783,43,100
s2052,3,846
s960,46,58
s657,35,411
s61,36,822
s2137,35,717
s2328,35,453
s1188,44,368
s7963,1,797
s3616,23,604
s6558,47,307
s4231,44,103
s6119,17,883
s4949,49,667
s6136,12,932
s4046,33,114
s3515,4,43
s2531,7,334
s6507,37,414
s4216,20,688
s2492,42,924
s6616,40,705
s556,44,321
s6993,37,823
s5291,3,765
s433,34,873
s2581,31,850
s6008,36,348
s2648,20,612
s6749,43,50
s982,19,880
s641,46,94
s2194,9,517
s5235,19,643
s479,20,866
s5348,20,823
s6902,38,474
s4240,30,513
s7011,36,125
s7401,46,884
s5539,40,570
s1532,16,290
s8664,35,831
s143,10,286
s5834,11,518
s3952,16,955
s6094,24,814
s3413,18,805
s5830,10,110
s3849,26,399
s3745,24,115
s8311,48,893
s5477,11,888
s7904,42,453
s2177,37,518
s5947,25,973
s4595,5,657
s6078,6,129
s3411,35,376
s4776,28,161
s2741,35,257
s5764,37,837
s1413,4,657
s2669,15,366
s3932,0,371
s3345,23,583
s1604,29,419
s1124,13,254
s1349,10,796
s1780,9,708
s5761,48,702
s5517,19,280
s7611,22,754
s5069,24,804
s2497,0,96
s2855,38,419
s2779,16,171
s5512,28,921
s7939,49,137
s5827,39,627
s7611,39,326
s2902,28,797
s5446,38,411
s8534,18,159
s6075,2,290
s6579,48,284
s6318,9,595
s1373,6,537
s6553,17,709
s1374,17,8
s5782,35,118
s3882,3,306
s2044,1,561
s4696,24,542
s6620,26,824
s8148,48,261
s293,15,636
s238,11,74
s7288,47,748
s516,41,432
s5216,2,515
s1930,4,638
s6520,9,543
s7819,13,559
s2900,3,176
s2147,24,807
s6011,43,516
s5693,29,400
s6790,19,830
s476,40,565
s6385,2,184
s6859,47,657
s7230,0,539
s6383,41,295
s1073,22,219
s5669,33,773
s3031,41,293
s2403,32,7
s3251,5,349
s5659,21,31
s8764,14,627
s6158,3,153
s5990,5,665
s5841,31,795
s7933,11,212
s1189,32,817
s7238,30,944
s7593,35,497
s2757,11,933
s2359,6,988
s29,22,747
s4744,48,333
s896,10,678
s3693,26,81
s2698,11,470
s8790,32,785
s5356,23,477
s7581,37,927
s2275,36,957
s1598,50,209
s5144,28,626
s5934,47,42
s4961,38,707
s4679,1,745
s441,10,894
s5059,3,671
s5585,22,524
s6379,44,326
s1812,25,685
s6046,44,426
s4773,26,93
s4992,25,626
s1415,6,965
s3305,7,504
s5709,29,779
s1304,11,646
s2360,49,755
s687,37,509
s7193,49,206
s146,26,657
s2902,17,297
s2952,4,82
s8759,1,134
s7369,46,134
s3241,11,401
s6813,4,555
s2861,32,269
s4110,44,189
s4842,26,573
s4269,2,293
s6411,31,719
s6324,37,477
s192,22,150
s7531,20,834
s8195,27,788
s5259,14,346
s6635,34,435
s4314,10,326
s3746,7,900
s907,47,408
s4158,22,451
s5957,28,568
s4256,47,402
s1630,48,74
s4965,4,439
s7882,0,744
s4988,29,4
s4496,14,830
s1529,8,181
s1439,43,899
s7141,28,592
s3595,39,954
s6031,1,548
s1258,45,510
s3948,12,932
s4924,36,397
s3257,49,412
s3356,44,391
s6783,33,598
s788,7,243
s2612,48,892
s5697,46,57
s1369,32,623
s2126,29,698
s2253,47,306
s2648,0,970
s6461,35,796
s974,6,11
s2754,5,101
s1861,47,936
s4014,5,695
s6397,49,443
s6574,2,768
s4732,0,995
s5571,40,399
s293,49,240
s3656,50,704
s1285,32,445
s2803,37,132
s2463,15,895
s6001,47,596
s4133,48,538
s5368,42,913
s7200,31,407
s1810,24,507
s570,29,932
s5469,28,800
s5265,2,115
s464,32,315
s3647,13,324
s4910,4,830
s3777,34,481
s140,19,190
s8807,37,691
s1002,37,393
s8178,49,1000
s2505,48,908
s3039,2,802
s2661,17,188
s1614,23,152
s1739,0,851
s8398,21,916
s2550,32,790
s5849,13,215
s3583,39,610
s3434,17,781
s113,14,296
s7763,19,310
s661,5,870
s6874,18,89
s3800,4,57
s1222,11,183
s5198,9,389
s5270,5,680
s5175,23,316
s3271,46,349
s7392,46,674
s8128,22,569
s1349,41,635
s5924,43,619
s5238,27,334
s67,13,752
s5483,12,81
s1176,23,74
s2504,10,684
s5012,6,727
s4326,49,930
s248,25,409
s8151,36,777
s8333,37,452
s2648,10,328
s5141,17,525
s6035,26,618
s6748,35,642
s8592,41,876
s1345,16,93
s4490,7,554
s6908,46,439
s360,32,550
s7690,40,574
s1880,11,248
s8576,29,776
s1573,49,403
s4260,32,259
s8543,9,61
s2533,9,425
s2833,37,247
s1707,21,77
s972,9,99
s434,38,968
s5100,8,562
s6494,0,197
s1982,34,767
s3993,4,139
s1381,25,64
s4618,30,236
s5194,10,598
s4614,12,699
s4752,46,228
s8342,27,410
s3204,20,564
s76,26,589
s5147,27,532
s8734,43,348
s1773,17,323
s6724,17,335
s7684,30,76
s2583,33,735
s5944,48,295
s8080,14,811
s2554,13,608
s8311,13,730
s1062,45,799
s8602,29,784
s521,21,472
s6053,4,228
s5765,3,570
s8521,17,597
s1553,26,818
s2590,47,418
s5601,27,3
s6060,20,45
s3722,8,39
s2139,49,594
s7893,27,175
s6501,10,164
s4817,30,881
s3092,26,747
s1298,5,533
s3882,1,593
s7138,8,967
s4818,7,155
s3292,50,56
s1543,1,61
s7951,33,859
s1490,44,912
s1007,38,710
s7450,49,231
s6764,40,326
s8347,16,264
s7944,29,290
s5286,34,42
s2779,37,471
s4190,9,906
s2540,35,597
s6782,4,27
s5841,48,905
s1320,11,352
s2702,16,491
s3768,22,407
s3551,0,563
s1765,42,468
s3902,25,937
s7286,16,706
s4330,28,27
s243,21,873
s3276,33,34
s7778,4,816
s8212,0,464
s1426,12,583
s5528,2,75
s4740,48,282
s2219,27,821
s7188,11,877
s6936,17,171
s7704,10,593
s4797,12,747
s7030,7,627
s69,12,782
s8700,22,37
s1988,3,936
s6407,23,542
s8107,24,213
s4013,33,635
s10,31,427
s251,31,450
s4466,48,614
s3628,38,94
s542,31,945
s3542,16,94
s7596,43,234
s2944,19,467
s7106,30,695
s3521,17,680
s1731,46,646
s2032,49,973
s1203,30,163
s3167,43,241
s8655,50,172
s5699,50,723
s6123,17,139
s2003,38,143
s3509,34,813
s306,2,584
s4973,6,50
s1003,39,110
s5310,41,807
s307,15,648
s492,8,637
s6719,46,204
s7883,5,657
s7065,28,76
s3933,34,470
s1976,50,645
s1328,21,3
s4621,16,171
s1517,28,239
s920,47,885
s219,13,389
s2542,24,624
s3873,22,476
s6567,37,93
s5722,42,39
s7792,30,549
s3179,34,756
s5890,42,232
s6361,31,367
s2062,7,162
s2233,13,624
s4529,12,458
s3572,14,820
s6140,23,279
s5252,20,679
s2024,50,280
s6731,31,737
s2265,5,86
s6578,0,528
s6674,36,671
s3129,9,519
s5570,18,892
s4692,34,954
s2032,45,881
s5946,28,815
s4309,6,203
s5766,31,347
s876,39,436
s1367,7,1000
s6422,21,677
s2532,1,275
s7288,39,861
s6370,4,378
s429,33,392
s4131,15,962
s6238,9,971
s1022,25,169
s8169,26,250
s8089,18,29
s900,5,166
s2309,1,563
s397,4,156
s7584,4,457
s198,29,736
s6063,12,69
s2211,22,352
s764,48,320
s7332,30,388
s4881,23,334
s6204,5,623
s8228,23,354
s1336,22,934
s2008,7,539
s3098,39,231
s2798,43,458
s6118,46,673
s3460,28,741
s3737,49,854
s7983,45,308
s3687,18,375
s355,31,851
s2474,36,57
s1086,1,13
s8162,36,895
s2488,19,505
s1379,8,873
s5308,8,474
s1368,8,965
s417,7,181
s1224,26,12
s8689,30,125
s3982,46,767
s1432,34,445
s4585,25,96
s1884,19,41
s7785,43,206
s7504,48,883
s7886,17,902
s1127,47,626
s1275,31,728
s2591,33,783
s5715,40,99
s4443,4,848
s5456,47,701
s8784,2,807
s388,6,735
s6067,49,477
s3371,11,980
s5336,11,850
s7007,17,941
s4725,40,778
s2751,1,235
s1178,19,697
s6283,49,539
s5821,26,886
s6702,45,294
s3746,11,640
s5703,42,911
s5361,13,560
s113,20,422
s6259,41,109
s1423,0,614
s4947,28,507
s2311,12,673
s882,33,802
s917,39,696
s7003,10,670
s293,19,13
s7908,49,631
s1970,28,902
s100,43,105
s3260,2,125
s4489,24,545
s5430,29,637
s2308,26,471
s7652,12,469
s6181,35,340
s1128,20,565
s1127,17,376
s1514,9,334
s371,1,426
s5348,19,738
s701,7,715
s7378,13,604
s1772,36,675
s6334,0,442
s7279,42,633
s3339,19,535
s8618,30,803
s7916,44,392
s3172,39,175
s7347,11,513
s8324,19,49
s5484,22,730
s89,26,231
s6114,45,555
s1609,32,428
s3457,30,242
s4715,44,181
s3581,1,166
s74,28,954
s920,2,95
s957,41,444
s4645,45,35
s5358,49,313
s6722,10,777
s6607,40,208
s7063,40,332
s980,15,969
s7144,1,260
s3958,12,564
s1896,8,496
s7307,37,485
s7666,30,308
s2945,6,906
s3251,18,951
s1613,37,349
s5985,17,738
s7898,35,901
s7572,28,998
s2297,44,116
s7874,4,695
s1585,2,670
s7064,47,836
s457,30,568
s1121,48,821
s1648,37,220
s8433,24,790
s4426,29,773
s2254,16,861
s5604,40,969
s6490,6,804
s6392,2,278
s4219,28,462
s7247,4,128
s1503,15,701
s8610,50,983
s2713,31,313
s3065,12,394
s4632,48,38
s7642,47,838
s3908,38,320
s5716,47,412
s1381,43,708
s2762,22,801
s637,11,545
s2547,4,265
s2484,47,325
s4026,7,781
s2304,3,330
s1506,35,91
s5941,41,558
s3838,37,144
s1156,16,921
s4494,20,414
s308,27,58
s2158,27,359
s6276,48,53
s2335,49,653
s964,9,299
s6934,49,804
s8070,3,336
s6312,6,142
s1985,42,452
s5569,15,880
s996,32,83
s7210,47,419
s5610,5,209
s5587,9,461
s1068,11,218
s247,18,616
s394,50,777
s6659,38,271
s4681,35,584
s6801,5,828
s8143,40,727
s7194,20,101
s1540,26,845
s1995,10,378
s5850,26,318
s6010,7,414
s3911,38,295
s5166,33,60
s6391,43,403
s1396,18,170
s3270,29,226
s1971,50,244
s5591,44,427
s116,28,322
s222,50,470
s8701,11,139
s70,32,229
s8292,36,459
s4256,14,226
s5926,38,407
s7739,28,441
s1208,23,706
s7395,46,928
s1017,28,611
s6947,7,960
s3227,38,510
s2892,3,897
s6732,16,774
s3996,5,702
s4277,4,475
s2275,9,932
s6741,4,153
s8421,36,126
s7447,50,665
s533,44,617
s3264,17,278
s1828,35,36
s5640,50,25
s2814,28,29
s3305,0,973
s6041,49,952
s2202,42,232
s7824,11,923
s3442,21,259
s7570,42,576
s3789,5,571
s5600,44,935
s7719,43,902
s175,50,108
s4399,39,346
s4725,26,561
s249,16,319
s2434,34,555
s494,47,788
s2679,47,251
s7543,38,390
s8585,0,98
s482,33,541
s869,1,470
s6343,14,326
s3552,3,751
s1096,12,297
s2351,47,745
s1285,23,169
s1860,48,999
s3392,35,434
s7184,6,503
s2622,5,893
s8387,22,810
s3757,9,380
s7601,41,253
s2021,40,388
s6200,15,941
s4939,35,478
s3866,48,861
s8541,44,766
s987,27,545
s925,34,979
s423,43,911
s7592,28,650
s2743,17,878
s6743,30,593
s544,37,399
s7586,33,703
s4149,38,1000
s2080,2,208
s7951,18,86
s4029,44,887
s4812,41,327
s999,30,272
s4248,4,730
s328,18,247
s6007,21,641
s6507,35,10
s4538,42,720
s1142,33,838
s7313,24,511
s5892,9,567
s6939,37,503
s1581,35,118
s2738,20,310
s4834,8,577
s3448,40,871
s7477,46,720
s4241,27,169
s5474,34,724
s4708,25,651
s3194,33,803
s885,27,979
s7135,14,504
s5247,37,917
s5705,13,97
s3393,28,80
s4869,31,786
s5265,40,2
s3427,42,18
s3152,12,756
s4853,9,421
s339,10,67
s6279,22,248
s7046,12,201
s257,27,37
s696,22,89
s2449,38,441
s2667,45,142
s1341,28,188
s607,50,473
s8043,25,717
s1382,40,687
s1104,13,954
s3188,41,202
s1177,18,984
s3954,24,636
s2893,11,896
s8721,6,836
s3512,32,547
s3871,39,279
s4969,39,46
s1774,13,354
s3004,8,47
s2153,7,761
s6358,7,466
s3067,26,563
s6450,0,474
s1677,40,345
s7760,9,254
s5874,44,874
s3568,26,789
s6883,16,947
s5847,43,102
s5110,10,641
s3180,25,55
s7762,14,92
s5598,21,998
s7113,49,626
s4268,11,921
s2823,24,154
s3035,13,118
s4351,4,418
s3130,31,132
s758,38,303
s1762,46,846
s283,10,567
s6754,37,125
s7502,19,343
s5744,18,29
s1646,40,862
s149,30,492
s7919,2,858
s6157,19,283
s7752,16,908
s4816,29,684
s1730,18,364
s5382,19,942
s6905,47,848
s5981,36,954
s5742,13,916
s4533,24,444
s20,33,910
s7743,43,987
s7850,18,708
s3999,25,890
s4864,14,577
s8700,30,686
s7985,33,634
s5451,17,32
s5474,28,8
s5430,43,227
s5281,13,905
s7370,36,80
s7612,24,236
s2277,14,553
s5444,7,474
s1800,38,881
s2865,38,236
s5856,14,131
s5923,9,195
s3980,15,570
s7391,30,812
s6545,20,429
s4637,50,511
s2561,21,803
s3656,5,124
s7738,22,362
s7984,1,739
s2427,32,210
s223,24,358
s7249,47,23
s4935,24,377
s7787,7,917
s4530,24,658
s1049,35,12
s5997,33,392
s3194,43,928
s270,9,987
s399,43,766
s176,21,356
s5951,9,825
s4977,22,929
s3581,21,431
s5732,39,437
s2113,41,576
s7450,37,339
s624,12,793
s3294,26,359
s7496,27,818
s7455,7,988
s5605,23,246
s4415,6,423
s5374,27,914
s1396,30,144
s2972,14,607
s7792,5,839
s2140,33,255
s717,16,412
s3173,47,599
s2942,31,809
s6120,17,474
s8415,14,461
s1519,42,452
s8763,44,338
s5850,40,961
s1776,35,327
s3533,45,401
s3793,36,700
s320,17,774
s3763,12,812
s750,28,112
s7862,31,211
s4560,35,222
s3451,15,714
s7700,48,447
s3897,20,779
s2776,28,861
s6535,45,319
s999,25,227
s3358,20,728
s3973,38,373
s6240,17,263
s8214,9,613
s272,29,521
s7429,36,532
s3211,37,418
s8634,25,830
s4862,41,16
s253,38,755
s3195,15,863
s8149,24,508
s7064,6,198
s719,24,643
s8580,25,479
s3517,37,835
s6315,38,629
s431,44,903
s6198,2,636
s8515,23,6
s2748,42,637
s7627,35,466
s3973,29,118
s4468,32,608
s2933,2,720
s648,37,963
s4734,14,830
s4541,50,714
s2119,29,792
s8806,32,767
s2076,28,50
s1835,27,323
s4182,49,758
s5558,47,537
s4187,14,648
s7630,33,701
s7952,9,767
s6594,9,768
s3276,2,456
s3526,18,280
s1909,36,101
s2856,9,653
s7620,50,464
s7859,33,831
s5762,5,841
s2255,34,472
s5911,5,429
s8508,21,896
s8360,28,310
s5127,35,308
s1670,38,471
s1201,18,72
s5951,47,312
s5771,7,843
s7948,4,542
s7792,31,601
s4304,40,927
s3278,37,675
s7814,20,209
s1505,43,524
s5225,44,298
s3316,46,108
s5290,32,354
s723,41,352
s4978,19,47
s7826,41,719
s1705,45,8
s3086,38,425
s4598,8,827
s6097,24,193
s6301,33,45
s4111,46,825
s8480,8,267
s7880,19,179
s1761,42,623
s5843,31,705
s4756,28,642
s2538,44,116
s6501,1,706
s5180,49,956
s6769,24,196
s8630,37,97
s8586,25,913
s1320,36,25
s397,39,915
s6198,25,224
s8380,2,143
s6532,36,494
s632,5,355
s2909,10,383
s2758,37,527
s2959,24,650
s7023,34,273
s6926,7,834
s1605,8,545
s1039,23,257
s7529,12,373
s6969,27,826
s4710,26,513
s1434,9,75
s1779,40,545
s4263,3,41
s4973,25,460
s2863,17,15
s3071,32,457
s5865,42,9
s2051,37,156
s3829,26,664
s224,22,397
s5226,6,655
s6571,21,389
s7215,32,123
s6742,31,208
s5612,50,322
s2043,3,563
s3919,27,308
s6942,19,400
s5081,7,967
s3545,13,252
s434,43,835
s861,2,936
s1130,36,38
s4994,6,245
s8447,5,39
s4394,28,967
s316,36,182
s980,15,71
s5337,47,148
s8215,5,824
s746,42,75
s895,48,310
s4790,25,431
s4455,9,548
s7272,18,738
s7999,43,624
s1560,36,565
s4366,33,128
s2390,21,121
s1266,15,459
s859,27,820
s5688,19,474
s7803,19,178
s2106,37,374
s7281,35,923
s4384,16,131
s5349,4,190
s6432,37,977
s6421,49,587
s5610,14,736
s7677,49,51
s7110,40,204
s5964,24,691
s298,41,269
s2101,31,966
s5465,21,94
s1890,22,544
s1196,15,211
s2377,45,144
s8581,14,442
s6735,19,331
s6571,27,904
s854,21,563
s6464,45,327
s4832,38,186
s7517,47,524
s501,2,332
s2722,28,752
s1771,21,60
s8022,23,34
s5564,18,273
s1222,20,831
s6318,12,251
s4976,24,525
s3159,4,408
s3497,38,804
s7133,7,862
s1758,7,489
s2590,37,877
s7823,33,615
s7928,15,913
s7155,34,617
s4803,21,719
s6256,8,274
s1964,37,207
s4194,18,468
s5060,16,601
s6259,21,312
s5823,5,66
s2305,29,934
s4610,19,549
s6848,15,190
s8165,25,368
s4010,35,990
s2360,44,332
s3821,24,50
s5037,23,445
s1844,28,999
s8216,14,443
s5192,42,660
s2262,38,219
s553,48,437
s5693,25,597
s1554,7,210
s7498,25,137
s5137,36,803
s2955,36,477
s4372,23,856
s4640,2,818
s683,44,807
s3447,23,857
s7459,42,325
s880,36,688
s2996,3,183
s440,50,331
s7420,39,5
s3337,6,47
s2620,35,203
s3891,23,810
s892,22,191
s192,41,390
s765,19,292
s8715,47,404
s5718,4,273
s1134,5,338
s5972,31,460
s1424,15,261
s2442,0,307
s2315,3,353
s7370,16,181
s2825,38,225
s6699,8,353
s5143,12,659
s5339,5,316
s1848,48,171
s4218,23,823
s383,50,135
s3164,13,167
s2174,13,43
s3933,38,891
s3840,13,279
s6924,30,897
s4340,17,232
s6785,1,482
s921,23,466
s3091,46,747
s3284,45,506
s4933,39,944
s4661,32,73
s8318,6,930
s3860,15,455
s4653,19,744
s2872,3,484
s4229,43,674
s6823,31,16
s745,38,451
s2520,15,287
s4337,17,44
s4489,50,436
s7195,19,351
s2304,16,6
s1811,48,6
s1536,38,938
s1350,49,853
s2762,10,688
s8088,12,390
s6296,13,784
s1320,44,863
s4622,3,342
s2302,41,232
s6715,18,800
s3556,40,434
s3631,0,117
s6071,11,407
s192,11,727
s2113,44,163
s5119,22,803
s3084,36,433
s564,47,67
s1586,15,595
s1634,37,88
s5870,8,899
s2941,11,994
s4923,32,679
s6802,3,243
s8027,21,127
s5966,1,425
s971,43,351
s6647,42,171
s3294,24,132
s6048,26,616
s1971,36,105
s5448,20,436
s892,21,158
s1696,15,720
s1649,29,651
s2410,29,706
s1975,43,255
s2965,30,248
s1869,45,953
s4072,6,906
s6009,22,363
s6558,31,256
s5886,28,345
s3561,38,70
s8243,4,741
s2262,22,489
s5439,0,657
s980,20,227
s1204,34,449
s4536,3,193
s4370,50,219
s1224,16,544
s5251,27,575
s6217,7,590
s8789,6,905
s8046,43,59
s4121,15,125
s6550,27,801
s6883,31,796
s7519,34,75
s2193,39,30
s485,27,458
s1787,37,154
s8274,17,455
s162,17,371
s5117,26,830
s6815,3,743
s7033,1,469
s8232,16,961
s4146,3,63
s7885,31,510
s6940,47,501
s318,25,344
s7257,25,458
s5563,48,4
s474,37,928
s1706,28,36
s3213,18,309
s769,13,60
s8701,23,541
s6620,28,766
s7074,39,627
s833,12,424
s1637,34,115
s4222,14,136
s1557,36,75
s12,32,6
s7536,26,413
s6865,0,464
s4270,44,985
s3531,33,720
s5154,15,997
s5322,20,353
s1268,6,535
s412,33,765
s8627,18,791
s3066,24,490
s6128,50,103
s1775,46,133
s8122,42,603
s3435,13,592
s6481,8,98
s2506,11,316
s2416,46,57
s6970,22,752
s2042,20,920
s8167,3,913
s8493,25,284
